text,sentiment
"  lrihendry tedcruz headed into the presidential debates go ted 

gopdebates httptco8s67pz8a4a",Positive
  rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio  gopdebate  g,Positive
  redstatedems i can barely stay awake watching this thing but i dont want to miss the rose ceremony gopdebates httptcoxhsj9d4q,Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
"gopdebates

oh god  how shall we fucker up the bible tonight

httptcouzpmkfosyq

rudepundit johnfugelsang unitebiue p2 tcot",Negative
chris christie i want an unbelievably sized military to intimidate people not at all because i havent seen my penis in years gopdebates,Negative
gopdebates must be one of the last political forums in developed nations where god is invoked so frequently backasswards,Negative
  laurenreeves stay tuned for closing statements final thoughts and god and then i turned off the tv im good gopdebates,Negative
  tonibirdsong oh realbencarson you are brilliant amp i love you but please drink a few red bulls before the next debate gopdebates ,Negative
ok now foxnews not allowing tedcruz to rebut  so not happy right now gopdebates,Negative
  dougbenson ill stop illegal immigration by closing all the bridges c crispie gopdebates,Negative
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
i guess theyll say the winner is trump because you know trump is like the card games where something trumps another  gopdebates,Negative
weve been lied to we need a strong leader who will tell the truth chrischristie gopdebates ,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
from watching the gopdebates it seems to me like blacklivesdontmatter  bashing pbo over his failed policies is more impo ant to them,Negative
  monaeltahawy oh boy social issues  gop code for who can control womens bodies amp sexuality the most hold on tight twitterland  ,Negative
foxnews shutting sentedcruz out of debate has not spoken in 30 minutes has to beg them for a chance to say anything    gopdebates,Negative
remember whatever you do dont say that you agree with dr carsonah fuckchristies debate coach gopdebates,Negative
  jaxgotjokes phew looks like no democrats are gonna vote republican gopdebates,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
"why put commercials in the gopdebates dont they have little time already to not answer questions directly 

bnrdebates",Negative
  laurenreeves stay tuned for closing statements final thoughts and god and then i turned off the tv im good gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
the creepy blond commentator just promised us that god is coming to the gopdebates after the break httptcoe6t5zg8xwp,Negative
huckabee plays bass right he must play a steinberger i just know it gopdebates,Positive
when you dont wanna be in politics but you wanna see the shit show that predicates an election you watch gopdebates,Negative
govmikehuckabee you have no clue as to the kind of hard work amp commitment every member of the military makes deptofdefense gopdebates,Negative
sowhat are the foreign news services going to use for their segments tonighttomorrow gopdebates embarrassing,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
keithalink isnt it fun im wondering whos going to be kicked off the island these guys are hilarious gopdebates stuporbowl,Negative
  gauchat hopefully well find out where god stands on the taxingpimps issue gopdebates,Negative
jamiaw realdonaldtrump gopdebates whats so funny about god and why the patronizing tone is it because media wants to demonize god,Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
hopefully well find out where god stands on the taxingpimps issue gopdebates,Negative
"  bettyfckinwhite can you answer this very direct question
i should be president 
so no
gopdebates",Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  rwsurfergirl thanks fox news youre raising realdonaldtrump s ratings  gopdebate  gopdebates,Negative
the run around is this debate is astonishing gopdebates why is foxnews doing this,Negative
  cat_1012000 thanks foxtv for holding the gopdebates now millions of people know youre no better or balanced then msn abc cbs ,Negative
had enoughgoing to bed gopdebates httptco7do3vj9xci,Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
  cloudypianos im just waiting for them all to accidentally eat each other gopdebates,Negative
that makes sense ron paul gopdebates gopdebate stop giving money to enemies,Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Positive
so now the fox moderators are going to bring god into the next debate segment pleasespare mespare us  gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
"anntbush onlytruthreign
cancel primaries fox pa y set upanointed their man jeb bush
gopdebates canttrustabush httptcobgzysysfsu",Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
next time we get werner herzog to host the gop debates you know so its less awkward gopdebates,Negative
  laurenreeves stay tuned for closing statements final thoughts and god and then i turned off the tv im good gopdebates,Negative
  sweetpea593 gopdebates they wont let tedcruz speak,Negative
this guy goaway gopdebates httpstcoifrw11tfwo,Negative
  libe ywwnf finally a question for cruz iranian deal terrible russia cyber attack reagan made iran release prisoners gopdebates,Negative
i honestly miss mitt romney now all these buffoons are out of their minds gopdebates,Negative
  monaeltahawy can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
  laurenreeves stay tuned for closing statements final thoughts and god and then i turned off the tv im good gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
these gopdebates are a joke and the whole world is laughing at them rn,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
i want what rand paul is having gopdebates,Positive
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
just began recording final dailyshow on another tv  a retrospective was already in progress  darn you gopdebates gopdebacle minnows,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
"  pboylen scottwalker russia amp china know more about hillary clintons emails than our own congress boom
rednationraising gopdebates",Negative
are they going to let chris wallace speak or let the sychophant continue to look at herself in the camera before asking a q gopdebates,Negative
  unitedcitizen01 foxnews  gopdebates  bencarson owns this debate when it comes to sma ,Positive
  spudlovr true number of walker16 aides convicted of felonies higher than number of wi voter impersonation cases in past 30 yrs wiun,Negative
perfectsweet to the point no time hogging go rand gopdebates,Positive
chris christie  you want to increase our military troops  while the gop in congress vote against veterans  gopdebates,Negative
so was huckabee trying to say the military decreased because troops didnt want to serve alongside gay people gopdebates,Negative
  monaeltahawy one question on one of the most impo ant and urgent movements in the us today amp for long time one question gopdebates,Negative
can someone send this to gopdebates blacklivesmatter httptcojc9jhrrcpw,Negative
"  erika_harvey_ way to not answer the question

my dad at the tv all night gopdebates",Negative
hurry gopdebates watching bigbrother in 13 minutes,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
pataki is prochoice and for me he is disqualified as a gop candidate gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
i cant handle 15 more of these gopdebates,Negative
  goldietaylor commercial break gopdebates httptconde2oejlmh,Negative
wait is god coming to the gopdebates ,Negative
  rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates,Positive
gopdebates megyn kelly and chris wallace suck,Negative
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
stay tuned for closing statements final thoughts and god and then i turned off the tv im good gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
"scottwalker russia amp china know more about hillary clintons emails than our own congress boom
rednationraising gopdebates",Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  cloudypianos im just waiting for them all to accidentally eat each other gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
the military is not a social experiment the military is designed to kill people and break things lol gopdebates huckabee,Negative
ben carsons got the best hair on that whole stage gopdebates,Positive
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  supermanhotmale dear donald trump sniff a couple times your head is in your ass gopdebates,Negative
  jennrios1191 bretbaier is by far the best moderator tonight hands down gopdebate foxnews gopdebates nice job bret,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Positive
  karatloz youre playing as yoshi but youre made out of yarn the whole world is made out of yarn gopdebates,Negative
  _ryanturek gopdebates brought to you by straight outta compton,Negative
  msgoddessrises  drink trump gopdebates  httpstcoaz9gugmcgu,Positive
  supermanhotmale total theatre on fox news tonight no basis in fact at all its all garbage gopdebates,Negative
this isnt a debate this is a q and a gopdebates,Negative
lol cruz wasnt allowed to jump in on that comment christie made  gopdebates,Negative
  juliarheatimme whoever is the most racist and misogynistic for two hours wins gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
the purpose of the military is to kill people and break things my soul is aching my god gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
did they did they just say god would be there after the break gopdebates,Negative
could you make god anymore awkward megynkelly  gopdebates,Negative
i would expect this farce from the bottomtier butttttttttttt gopdebates,Negative
we looooooove violence and the military and intimidating people gopdebates,Negative
  tim_landers78 do we really need to make the largest military power in the world bigger gopdebates warmongers,Negative
these people specialize in superlatives and hyperbole makes for good tv but bad politics gopdebates,Negative
man these guys really love vomiting out numbers gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Negative
what kinda dream land is chris christine in gopdebates,Negative
we already have the two largest armies in the world chris thats not how this works gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
whoever is the most racist and misogynistic for two hours wins gopdebates,Negative
zero veterans among these how fast can i go to war candidates easy putting other peoples kids in harms way gopdebates,Negative
oh realbencarson you are brilliant amp i love you but please drink a few red bulls before the next debate gopdebates ,Positive
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
aminespn ben carson is proof that even if youre a neurosurgeon who looks like marvin gayeyou get 0 face time in the gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
do we really need to make the largest military power in the world bigger gopdebates warmongers,Negative
yes he did bernardgoldberg gopdebates not even a nice try lib,Negative
we looooooove israel so much hypocrite gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
asking about abo ion  where are the women asking about the military  where are the veterans gopdebates,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  fan48 youngpros4rubio rickcanton  rubio awesome response on pro life gopdebates rubio2016,Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
"  lrihendry tedcruz headed into the presidential debates go ted 

gopdebates httptco8s67pz8a4a",Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
yeah they are ignoring him carson gopdebates  httpstcodsu6t7e1wn,Negative
huckabee attacks trans medical care at gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
anyone think well get questions on climatechange  gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
dont tell mile huckabee about military integration or ted cruz about iran contra or any of these guys about history in general gopdebates,Negative
"onesedonia huckabee wtf
gopdebates 
lol
thanks beesknees_pdx",Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
where did rand paul even come from  what a yahoo gopdebates,Negative
republican talking points iran immigration military hate and war same old shit gopdebates republicandebate,Negative
loudobbsnews dobbs gopdebates i like govmikehuckabee,Positive
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
this group gopdebates are idiots dont think dems have to worry about losing the white house,Negative
eodchick govmikehuckabee i thought i had seen it all gopdebates,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
truly the greatest show on ea h gopclowncar gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  mandy_velez so trans soldiers can die for you huckabee but you cant foot the bill to make them fulfilled as human beings really go,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
in 15 mins well go from 8 blowhards who talked a lot but didnt say much to 1 guy whose work spoke volumes thedailyshow gopdebates,Negative
"cdm rwsurfergirl  9m9 minutes ago
is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates",Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  brentschirps ben carson doesnt talk trash mature speaker of truth maturity and strength on display at gopdebates foxnewsdebate w,Positive
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
i cant wait to not remember all these bros names gop gopdebate gop2016 clowncar gopdebates,Negative
absurd statement by huckabee gopdebates  httpstcoh41d93xlgn,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate  gopdebates ,Negative
no randpaul everyone has said they are the only one on this stage literally everyone has said that already gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  ericstonestreet trump has cam hands gopdebates,Negative
  ccabrera83 ben carson is saying military didnt hv capability to strike assad goodbye dude youre nuts gopdebates foxdebate,Negative
  rwsurfergirl you would never know realdonaldtrump  is the frontrunner from watching this debate  gopdebate  gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  rwsurfergirl you would never know realdonaldtrump  is the frontrunner from watching this debate  gopdebate  gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
the purpose of the military is to kill people and break things  mikehuckabee  gopdebates,Negative
  landley so berniesanders is watching gopdebates on television and his staff is livetweeting what he yells at the tv httpstcoy,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
like that crazy interracial thing huckabee on militarynot a social experiment gopdebates,Negative
there are a lot of orange people on the gopdebates  ha,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
to kill people and break things gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate  gopdebates ,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
i cant believe ted cruz just referenced reagan and the hostage release most people dont know about weapons for hostagesgopdebates,Negative
  monaeltahawy oh boy social issues  gop code for who can control womens bodies amp sexuality the most hold on tight twitterland  ,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
mike huckabee thinks transgender people cant kill people or break things hed better ask somebody gopdebates,Negative
i have a friend that looks and talks just like ben carson its ruining the debate for me gopdebates,Negative
fyi us defense spending compared to other countries gopdebates httptco0l8ct4fgco,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
"if i was playing a drinking game where i took a shot every time they remembered ben carson was there id be sober

token gopdebates",Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  supermanhotmale these fox news debates are no more than comedy at the laugh store its all for fun gopdebates,Negative
  rwsurfergirl thanks fox news youre raising realdonaldtrump s ratings  gopdebate  gopdebates,Positive
so trans soldiers can die for you huckabee but you cant foot the bill to make them fulfilled as human beings really gopdebates,Negative
  supermanhotmale dear gov walker you have nothing to brag about you fucked your state of wisconsin and you suck koch bitchasspoli,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
whoah mikehuckabeegop is a b52s fan dammit i might like him now gopdebates,Positive
mike huckabee quoting limp bizkit lyrics for his military talking points breakstuff gopdebates,Positive
  supermanhotmale dear jeb bush your record sir is clear you are a fucking ememy of the voting public period gopdebates,Negative
wasted oppo unity to ask a doctor what science is debatewithbernie gopdebacle gopdebates,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  jsn2007 the military is not a social experiment govmikehuckabee does that include women too you have no idea gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
i do have to admit that i am pleasantly surprised at the questions from the moderators transgender issues unexpected gopdebates,Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
the disaster is that we forgot that we have a military yes just yes gopdebates,Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
"if my iq were 80 or less i think these assholes would seem really coherent 

gopdebates",Negative
  cloudypianos im just waiting for them all to accidentally eat each other gopdebates,Negative
  supermanhotmale these fox news debates are no more than comedy at the laugh store its all for fun gopdebates,Negative
"define shore up you ignorant motherfucking jackass
gopdebates gopdbate bencarson",Negative
"  elleryprescott why dont they all just chant war together 

gopdebates republicandebates debate gop debatewithbernie",Negative
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate  gopdebates ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
i feel like mike huckabee would smell like fancy feast cat food and bengay gopdebates,Negative
  jennrios1191 bretbaier is by far the best moderator tonight hands down gopdebate foxnews gopdebates nice job bret,Positive
gopdebate scottwalker looks gormless i dont know but he reminds me of the kind of guys i avoid trying to hit on me in bars gopdebates,Negative
  supermanhotmale these fox news debates are no more than comedy at the laugh store its all for fun gopdebates,Negative
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Positive
the military is not a social experiment govmikehuckabee does that include women too you have no idea gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
kill people and break things that quote is terrifying gopdebates,Negative
  supermanhotmale dear gov walker you have nothing to brag about you fucked your state of wisconsin and you suck koch bitchasspoli,Negative
"  lrihendry tedcruz headed into the presidential debates go ted 

gopdebates httptco8s67pz8a4a",Positive
russia knows more about hillarys emails than we do zinger point for scottwalker gopdebates ,Negative
cruz refers to terrible obamaclinton foreign policy of the past 6 years kerry has been sos since 213 gopdebates clowncar  clueless,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
on russia scottwalker endorses sending arms to ukraine lzdebates gopdebates,Negative
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
"  jordiemojordie mike huckabee the military is not a social experiment 
and being transgendered is 
gopdebates",Negative
gov scottwalker gave a succinct and excellent answer to respond to putin gopdebates,Positive
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
i bet scott walker has a wellworn pair of crocs gopdebates,Negative
"  lrihendry tedcruz headed into the presidential debates go ted 

gopdebates httptco8s67pz8a4a",Positive
  jamiaw the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkkorgop,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate  gopdebates ,Negative
gopdebates interesting,Positive
these fox news debates are no more than comedy at the laugh store its all for fun gopdebates,Negative
  monaeltahawy one question on one of the most impo ant and urgent movements in the us today amp for long time one question gopdebates,Negative
i wonder what kind of progressive views mike huckabee has on transgendered people gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
mike huckabee on trans people kill people and break things gopdebates,Negative
msgoddessrises damn im out of peach vodka gopdebates too bad move to vino,Negative
the purpose of the military is to kill and break things this is news to me  gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
"mike huckabee the military is not a social experiment 
and being transgendered is 
gopdebates",Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
wait ben carson is actually in these debates what does he do in his downtime i hope he brought a book gopdebates,Negative
china amp russias servers know more about hilary clintons emails than we do   scottwalker gopdebates,Positive
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  ericstonestreet trump has cam hands gopdebates,Positive
  lukewearechange where is this evidence that these hacks talk about when it comes to syria gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
"so foxnews just shut down the debate stream on sky 
just a little controlling are we

gopdebates",Negative
i dont care about the clinton email issue but walkers zinger was pretty good gopdebates,Positive
"  puestoloco dccc ppfa
cancel the primaries fox pa y set up amp anointed their man jeb bush
gopdebates canttrustabush httptcob",Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  monaeltahawy oh boy social issues  gop code for who can control womens bodies amp sexuality the most hold on tight twitterland  ,Negative
"because he wore his klansman cap last night and it messed up his pa 
gopdebates democrats httpstcoycmdup7ikm",Negative
bretbaier is by far the best moderator tonight hands down gopdebate foxnews gopdebates nice job bret,Positive
"  lrihendry tedcruz headed into the presidential debates go ted 

gopdebates httptco8s67pz8a4a",Positive
the progressive movement is causing our problems and hillaryclinton is the epitome of that  realbencarson gopdebates  lt agree,Positive
ben carson is saying military didnt hv capability to strike assad goodbye dude youre nuts gopdebates foxdebate,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
scott walker what about your email controversy  gopdebates,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
when you find moosh you push ive been saying that for years gopdebates,Negative
nope hillaryclinton i feel like  hilliary2016forprison  gopdebates nomorelibsorrinos ccot makedclisten pjnet,Negative
ben carson doesnt talk trash mature speaker of truth maturity and strength on display at gopdebates foxnewsdebate winbenwin,Positive
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
i love to hear bencarson gopdebates debatequestionswewanttohear he makes perfect sense israel awesome,Positive
wow walker says that russiachina probably know more about hrcs emails than congress does gopdebates,Negative
  lukewearechange where is this evidence that these hacks talk about when it comes to syria gopdebates,Positive
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
it seems the candidates used their 1st amendment right to free their speech from the context the questions provide gopdebate  gopdebates,Negative
carly knows the leaders and issues in the middle east  gopdebates,Positive
i have a real foreign policy question wait wait i have this great hillary clinton joke gopdebates,Negative
nice to see these candidates oppose russias aggressive actions in europe gopdebates,Positive
  rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking  gopdebate,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
damn im out of peach vodka gopdebates,Negative
zero questions on deflategate gopdebates,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
this roast of hilary clinton needs jeff ross gopdebates,Negative
